Time Interval,Agent 7,Agent 0,Agent 9,Agent 8,Agent 5,Agent 2,Agent 4,Agent 1,Agent 3,Agent 6
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,54.79223940221117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,54.79223940221117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,54.79223940221117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,38.23853313639706,60.37278288495336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,54.896722553285045,38.23853313639706,60.37278288495336,48.924064000795155,0.0,0.0,0.0,0.0,0.0,0.0
8,54.896722553285045,38.23853313639706,27.169293857870308,48.924064000795155,0.0,0.0,0.0,0.0,0.0,0.0
9,54.896722553285045,28.63835209213626,27.169293857870308,48.924064000795155,0.0,0.0,0.0,0.0,0.0,0.0
10,54.896722553285045,28.63835209213626,27.169293857870308,48.924064000795155,87.16318729959676,50.40569348691343,0.0,0.0,0.0,0.0
11,54.896722553285045,28.63835209213626,13.07839890045514,48.924064000795155,87.16318729959676,50.40569348691343,0.0,0.0,0.0,0.0
12,54.896722553285045,84.8769712323474,44.303095849668786,48.924064000795155,87.16318729959676,50.40569348691343,0.0,0.0,0.0,0.0
13,54.896722553285045,84.8769712323474,44.303095849668786,48.924064000795155,87.16318729959676,50.40569348691343,0.0,0.0,0.0,0.0
14,24.714770007966592,84.8769712323474,44.303095849668786,48.924064000795155,87.16318729959676,50.40569348691343,0.0,0.0,0.0,0.0
15,24.714770007966592,84.8769712323474,44.303095849668786,48.924064000795155,87.16318729959676,50.40569348691343,0.0,0.0,0.0,0.0
16,0.0,84.8769712323474,44.303095849668786,48.924064000795155,87.16318729959676,50.40569348691343,0.0,0.0,0.0,60.404446472615916
17,57.08993476129591,84.8769712323474,44.303095849668786,30.733861327092583,87.16318729959676,50.40569348691343,0.0,0.0,0.0,60.404446472615916
18,57.08993476129591,84.8769712323474,44.303095849668786,4.62046453963191,87.16318729959676,50.40569348691343,0.0,0.0,0.0,60.404446472615916
19,57.08993476129591,84.8769712323474,44.303095849668786,4.62046453963191,87.16318729959676,50.40569348691343,0.0,0.0,0.0,60.404446472615916
20,57.08993476129591,84.8769712323474,44.303095849668786,48.690851069917755,87.16318729959676,50.40569348691343,70.04932377835686,41.50086459406501,33.83707098559684,60.404446472615916
21,57.08993476129591,84.8769712323474,44.303095849668786,48.690851069917755,87.16318729959676,50.40569348691343,70.04932377835686,41.50086459406501,33.83707098559684,60.404446472615916
22,57.08993476129591,84.8769712323474,44.303095849668786,48.690851069917755,87.16318729959676,50.40569348691343,70.04932377835686,41.50086459406501,33.83707098559684,60.404446472615916
23,57.08993476129591,84.8769712323474,44.303095849668786,48.690851069917755,87.16318729959676,50.40569348691343,70.04932377835686,41.50086459406501,33.83707098559684,60.404446472615916
24,57.08993476129591,84.8769712323474,44.303095849668786,48.690851069917755,50.40089581694184,50.40569348691343,70.04932377835686,41.50086459406501,33.83707098559684,60.404446472615916
25,57.08993476129591,84.8769712323474,44.303095849668786,48.690851069917755,50.40089581694184,50.40569348691343,70.04932377835686,41.50086459406501,33.83707098559684,60.404446472615916
26,47.82622680238485,84.8769712323474,44.303095849668786,48.690851069917755,50.40089581694184,26.081768492364706,70.04932377835686,41.50086459406501,33.83707098559684,60.404446472615916
27,47.82622680238485,84.8769712323474,44.303095849668786,48.690851069917755,32.65019164855438,26.081768492364706,70.04932377835686,41.50086459406501,33.83707098559684,60.404446472615916
28,47.82622680238485,84.8769712323474,27.115438691361362,48.690851069917755,32.65019164855438,26.081768492364706,70.04932377835686,41.50086459406501,33.83707098559684,60.404446472615916
29,47.82622680238485,54.476616934026346,9.254677571988644,48.690851069917755,32.65019164855438,60.21596106637888,70.04932377835686,41.50086459406501,33.83707098559684,60.404446472615916
30,47.82622680238485,54.476616934026346,69.85834234599612,48.690851069917755,32.65019164855438,60.21596106637888,70.04932377835686,41.50086459406501,33.83707098559684,60.404446472615916
31,47.82622680238485,54.476616934026346,69.85834234599612,48.690851069917755,103.70182981789242,60.21596106637888,70.04932377835686,41.50086459406501,91.01093772094622,60.404446472615916
32,47.82622680238485,54.476616934026346,69.85834234599612,48.690851069917755,71.05163816933803,60.21596106637888,70.04932377835686,41.50086459406501,91.01093772094622,60.404446472615916
33,47.82622680238485,54.476616934026346,69.85834234599612,48.690851069917755,71.05163816933803,60.21596106637888,70.04932377835686,41.50086459406501,91.01093772094622,60.404446472615916
34,47.82622680238485,54.476616934026346,69.85834234599612,48.690851069917755,71.05163816933803,60.21596106637888,70.04932377835686,41.50086459406501,91.01093772094622,60.404446472615916
35,47.82622680238485,81.12828341372818,69.85834234599612,48.690851069917755,71.05163816933803,60.21596106637888,70.04932377835686,41.50086459406501,91.01093772094622,60.404446472615916
