Time Interval,Agent 6,Agent 7,Agent 9,Agent 5,Agent 2,Agent 4,Agent 8,Agent 1,Agent 0,Agent 3
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.366730062919437
3,16.345178042176652,9.422024758738928,16.302393816332764,16.32373289095821,16.352350135314936,16.366730062919437,16.381157843860397,16.395633717404486,16.402889764110075,16.366730062919437
4,16.345178042176652,9.422024758738928,16.302393816332764,16.32373289095821,16.352350135314936,16.366730062919437,16.381157843860397,16.395633717404486,16.402889764110075,16.366730062919437
5,16.345178042176652,37.974842777890075,16.302393816332764,16.32373289095821,16.352350135314936,16.366730062919437,16.381157843860397,16.395633717404486,16.402889764110075,16.366730062919437
6,16.345178042176652,37.974842777890075,31.895805534544152,16.32373289095821,16.352350135314936,16.366730062919437,16.381157843860397,16.395633717404486,16.402889764110075,16.366730062919437
7,16.345178042176652,37.974842777890075,31.895805534544152,16.32373289095821,16.352350135314936,16.366730062919437,16.381157843860397,16.395633717404486,16.402889764110075,29.027754966767333
8,29.018527233748152,37.974842777890075,27.284361628147064,37.513850743500946,35.99749448633123,31.36760802378971,45.21155011003493,18.98536992116434,42.76713846084593,29.027754966767333
9,29.018527233748152,28.55281801915115,27.284361628147064,37.513850743500946,35.99749448633123,31.36760802378971,45.21155011003493,18.98536992116434,42.76713846084593,29.027754966767333
10,29.018527233748152,28.55281801915115,27.284361628147064,37.513850743500946,35.99749448633123,31.36760802378971,45.21155011003493,18.98536992116434,42.76713846084593,29.027754966767333
11,29.018527233748152,28.55281801915115,27.284361628147064,37.513850743500946,35.99749448633123,31.36760802378971,45.21155011003493,18.98536992116434,42.76713846084593,29.027754966767333
12,29.018527233748152,28.55281801915115,27.284361628147064,37.513850743500946,35.99749448633123,31.36760802378971,45.21155011003493,18.98536992116434,42.76713846084593,29.027754966767333
13,29.018527233748152,28.55281801915115,27.284361628147064,37.513850743500946,35.99749448633123,31.36760802378971,45.21155011003493,57.4995451788963,42.76713846084593,29.027754966767333
14,29.018527233748152,28.55281801915115,27.284361628147064,37.513850743500946,35.99749448633123,31.36760802378971,45.21155011003493,57.4995451788963,42.76713846084593,29.027754966767333
15,29.018527233748152,28.55281801915115,27.284361628147064,37.513850743500946,35.99749448633123,31.36760802378971,45.21155011003493,57.4995451788963,42.76713846084593,29.027754966767333
16,29.018527233748152,28.55281801915115,27.284361628147064,37.513850743500946,35.99749448633123,31.36760802378971,45.21155011003493,57.4995451788963,42.76713846084593,29.027754966767333
17,29.018527233748152,28.55281801915115,27.284361628147064,37.513850743500946,35.99749448633123,31.36760802378971,45.21155011003493,57.4995451788963,42.76713846084593,29.027754966767333
18,29.018527233748152,28.55281801915115,37.42634410322377,37.513850743500946,35.99749448633123,31.36760802378971,45.21155011003493,57.4995451788963,42.76713846084593,29.027754966767333
19,29.018527233748152,28.55281801915115,37.42634410322377,37.513850743500946,35.99749448633123,31.36760802378971,45.21155011003493,57.4995451788963,42.76713846084593,29.027754966767333
20,29.018527233748152,7.119975069065427,31.200717052529274,37.513850743500946,35.99749448633123,35.73124006495429,45.21155011003493,57.4995451788963,42.76713846084593,29.027754966767333
21,29.018527233748152,38.38144049143139,31.200717052529274,37.513850743500946,35.99749448633123,35.73124006495429,45.21155011003493,57.4995451788963,42.76713846084593,29.027754966767333
22,29.018527233748152,38.38144049143139,31.200717052529274,37.513850743500946,35.99749448633123,35.73124006495429,45.21155011003493,57.4995451788963,42.76713846084593,29.027754966767333
23,29.018527233748152,38.38144049143139,31.200717052529274,37.513850743500946,28.215398145717742,35.73124006495429,45.21155011003493,57.4995451788963,42.76713846084593,29.027754966767333
24,29.018527233748152,38.38144049143139,31.200717052529274,37.513850743500946,28.215398145717742,35.73124006495429,45.21155011003493,57.4995451788963,42.76713846084593,0.0
25,29.018527233748152,38.38144049143139,31.200717052529274,37.513850743500946,28.215398145717742,35.73124006495429,45.21155011003493,43.95600363856883,42.76713846084593,46.896639864289035
26,29.018527233748152,38.38144049143139,31.200717052529274,37.513850743500946,28.215398145717742,35.73124006495429,45.21155011003493,38.51417525773195,36.029009139919005,46.896639864289035
27,29.018527233748152,38.38144049143139,31.200717052529274,28.593413864651254,28.215398145717742,35.73124006495429,45.21155011003493,38.51417525773195,36.029009139919005,46.896639864289035
28,29.018527233748152,38.38144049143139,31.200717052529274,28.593413864651254,28.215398145717742,35.73124006495429,45.21155011003493,38.51417525773195,36.029009139919005,46.896639864289035
29,29.018527233748152,38.38144049143139,52.413531484019146,27.824196232126656,28.215398145717742,35.73124006495429,45.21155011003493,38.51417525773195,36.029009139919005,46.896639864289035
30,37.391723537098876,38.38144049143139,52.413531484019146,27.824196232126656,28.215398145717742,35.73124006495429,45.21155011003493,38.51417525773195,48.14239664800513,46.896639864289035
31,37.391723537098876,38.38144049143139,52.413531484019146,27.824196232126656,28.215398145717742,35.73124006495429,45.21155011003493,38.51417525773195,48.14239664800513,46.896639864289035
