Time Interval,Agent 3,Agent 5,Agent 1,Agent 6,Agent 2,Agent 7,Agent 4,Agent 8,Agent 9,Agent 0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.820630917025829
1,0.0,0.0,115.08345984414896,0.0,0.0,0.0,0.0,0.0,0.0,9.820630917025829
2,0.0,0.0,220.93843968179885,0.0,25.998528927780928,0.0,0.0,0.0,0.0,9.820630917025829
3,0.0,0.0,220.93843968179885,0.0,88.19792556632174,0.0,0.0,0.0,0.0,9.820630917025829
4,42.529836905940286,0.0,211.2279209522778,0.0,88.19792556632174,0.0,104.32909218593848,0.0,0.0,0.0
5,42.94746329154846,0.0,203.6205492697271,0.0,69.99137763668644,0.0,137.48322267889634,0.0,0.0,0.0
6,42.94746329154846,89.39979401305516,173.35809974529255,12.036576977419008,61.13884951133301,0.0,137.48322267889634,0.0,0.0,0.0
7,29.7902790187982,89.39979401305516,164.3623481949858,88.01709495022924,41.95754634153493,52.009577858384866,120.70300412247678,0.0,0.0,0.0
8,21.22478552769498,81.60154311259537,164.3623481949858,55.89188708479656,41.95754634153493,157.20040483901406,120.70300412247678,50.19615329012579,0.0,0.0
9,17.020688585174117,65.7590138912615,164.3623481949858,33.60502003910776,41.95754634153493,144.3140676615302,111.78165161073123,84.30654951339092,85.51026885993002,0.0
10,8.862320209109498,65.7590138912615,137.60919991350457,33.60502003910776,17.491819203687935,131.64768065770608,107.2743782033435,70.12769368992997,105.65542913578106,0.0
11,35.99995752113653,41.537040897837215,128.38307021658895,19.35046018519523,17.491819203687935,131.64768065770608,99.72714467018284,52.25456982862425,105.65542913578106,0.0
12,39.08929933752154,30.639522726233754,96.729379068908,10.759258646442508,17.491819203687935,99.14118163415264,86.13079455778623,52.25456982862425,89.90131103319314,0.0
13,35.88840908464243,11.832910812976245,96.729379068908,0.0,17.491819203687935,65.84806279579611,60.700334670397005,45.467227098483995,77.80815512197397,0.0
14,35.88840908464243,11.832910812976245,96.729379068908,0.0,17.491819203687935,65.84806279579611,49.132321937284864,31.45712821606782,77.80815512197397,0.0
15,35.88840908464243,0.0,79.8953026662249,0.0,0.0,65.84806279579611,49.132321937284864,13.96462137886148,63.80227167030941,0.0
16,6.120330277159598,0.0,65.26835371205472,0.0,0.0,50.47769799954205,49.132321937284864,13.96462137886148,55.98970095636519,0.0
17,0.0,0.0,65.26835371205472,0.0,0.0,50.47769799954205,49.132321937284864,0.0,32.78294585838669,0.0
18,0.0,0.0,65.26835371205472,0.0,0.0,32.431483113289126,33.31777467966815,0.0,32.78294585838669,0.0
19,0.0,0.0,35.28265540102488,0.0,0.0,0.0,15.840497097062995,0.0,32.78294585838669,0.0
20,0.0,0.0,35.28265540102488,0.0,0.0,0.0,15.840497097062995,0.0,32.78294585838669,0.0
21,0.0,0.0,35.28265540102488,0.0,0.0,0.0,15.840497097062995,0.0,18.343855802027615,0.0
22,0.0,0.0,35.28265540102488,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,35.28265540102488,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,21.047387755085786,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,10.513566955887342,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,10.513566955887342,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,10.513566955887342,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,10.513566955887342,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,10.513566955887342,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,,,,,,
